,US ICD9,System,Description
18006,64742,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18007,64743,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18008,64744,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18009,6475,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18010,64750,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18011,64751,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18012,64752,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18013,64753,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18014,64754,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18015,6476,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18016,64760,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18017,64761,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18018,64762,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18019,64763,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18020,64764,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18021,6478,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18022,64780,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18023,64781,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18024,64782,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18025,64783,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18026,64784,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18027,6479,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18028,64790,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18029,64791,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18030,64792,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18031,64793,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18032,64794,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18033,648,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18034,64810,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18035,64811,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18036,64813,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18037,6482,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18038,64820,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18039,64821,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18040,64822,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18041,64823,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18042,64824,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18043,6483,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18044,64830,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18045,64831,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18046,64832,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18047,64833,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18048,64834,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18049,6484,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18050,64840,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18051,64841,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18052,64842,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18053,64843,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18054,64844,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18055,6485,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18056,64850,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18057,64851,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18058,64852,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18059,64853,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18060,64854,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18061,6486,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18062,64860,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18063,64861,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18064,64862,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18065,64863,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18066,64864,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18067,6488,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18068,64880,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18069,64881,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18070,64882,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18071,64883,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18072,64884,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18073,6489,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18074,64890,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18075,64891,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18076,64892,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18077,64893,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18078,64894,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18079,649,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18080,6490,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18081,64900,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18082,64901,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18083,64902,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18084,64903,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18085,64904,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18086,6491,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18087,64910,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18088,64911,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18089,64912,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18090,64913,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18091,64914,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18092,6492,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18093,64920,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18094,64921,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18095,64922,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18096,64923,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18097,64924,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18098,6493,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18099,64930,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18100,64931,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18101,64932,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18102,64933,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18103,64934,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18104,6494,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18105,64940,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18106,64941,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18107,64942,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18108,64943,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18109,64944,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18110,674,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18111,6740,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18112,67400,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18113,67401,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18114,67402,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18115,67403,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18116,67404,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18117,677,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18118,V02,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18119,V025,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18120,V0251,"Pregnancy, childbirth and the puerperium","Other obstetric conditions, not elsewhere classified"
18121,630,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18122,631,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18123,6310,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18124,6318,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18125,632,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18126,633,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18127,6330,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18128,63300,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18129,63301,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18130,6331,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18131,63310,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18132,63311,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18133,6332,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18134,63320,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18135,63321,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18136,6338,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18137,63380,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18138,63381,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18139,6339,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18140,63390,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18141,63391,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18142,634,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18143,6340,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18144,63400,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18145,63401,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18146,63402,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18147,6341,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18148,63410,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18149,63411,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18150,63412,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18151,6342,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18152,63420,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18153,63421,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18154,63422,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18155,6343,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18156,63430,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18157,63431,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18158,63432,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18159,6344,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18160,63440,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18161,63441,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18162,63442,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18163,6345,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18164,63450,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18165,63451,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18166,63452,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18167,6346,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18168,63460,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18169,63461,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18170,63462,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18171,6347,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18172,63470,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18173,63471,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18174,63472,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18175,6348,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18176,63480,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18177,63481,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18178,63482,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18179,6349,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18180,63490,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18181,63491,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18182,63492,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18183,635,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18184,6350,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18185,63500,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18186,63501,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18187,63502,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18188,6351,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18189,63510,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18190,63511,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18191,63512,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18192,6352,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18193,63520,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18194,63521,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18195,63522,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18196,6353,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18197,63530,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18198,63531,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18199,63532,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18200,6354,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18201,63540,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18202,63541,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18203,63542,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18204,6355,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18205,63550,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18206,63551,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18207,63552,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18208,6356,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18209,63560,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18210,63561,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18211,63562,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18212,6357,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18213,63570,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18214,63571,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18215,63572,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18216,6358,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18217,63580,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18218,63581,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18219,63582,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18220,636,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18221,6360,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18222,63600,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18223,63601,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18224,63602,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18225,6361,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18226,63610,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18227,63611,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18228,63612,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18229,6362,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18230,63620,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18231,63621,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18232,63622,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18233,6363,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18234,63630,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18235,63631,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18236,63632,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18237,6364,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18238,63640,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18239,63641,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18240,63642,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18241,6365,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18242,63650,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18243,63651,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18244,63652,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18245,6366,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18246,63660,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18247,63661,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18248,63662,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18249,6367,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18250,63670,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18251,63671,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18252,63672,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18253,6368,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18254,63680,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18255,63681,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18256,63682,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18257,637,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18258,6370,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18259,63700,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18260,63701,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18261,63702,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18262,6371,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18263,63710,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18264,63711,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18265,63712,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18266,6372,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18267,63720,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18268,63721,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18269,63722,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18270,6373,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18271,63730,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18272,63731,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18273,63732,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18274,6374,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18275,63740,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18276,63741,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18277,63742,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18278,6375,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18279,63750,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18280,63751,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18281,63752,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18282,6376,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18283,63760,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18284,63761,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18285,63762,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18286,6377,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18287,63770,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18288,63771,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18289,63772,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18290,6378,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18291,63780,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18292,63781,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18293,63782,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18294,638,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18295,6380,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18296,6381,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18297,6382,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18298,6383,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18299,6384,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18300,6385,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18301,6386,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18302,6387,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18303,6388,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18304,6389,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18305,639,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18306,6390,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18307,6391,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18308,6392,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18309,6393,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18310,6394,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18311,6395,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18312,6396,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18313,6398,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18314,6399,"Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome
18315,659,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18316,6594,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18317,65940,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18318,65941,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18319,65943,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18320,6595,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18321,65950,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18322,65951,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18323,65953,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18324,6596,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18325,65960,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18326,65961,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18327,65963,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18328,V23,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18329,V230,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18330,V231,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18331,V232,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18332,V233,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18333,V234,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18334,V2341,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18335,V2342,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18336,V2349,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18337,V235,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18338,V237,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18339,V238,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18340,V2381,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18341,V2382,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18342,V2383,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18343,V2384,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18344,V2385,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18345,V2386,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18346,V2389,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
